epoch;accuracy;loss;val_accuracy;val_loss
0;0.29411765933036804;13.41435432434082;0.0;1.825546383857727
1;0.47058823704719543;7.054973602294922;0.0;2.1184887886047363
2;0.4117647111415863;11.418031692504883;0.0;2.4930171966552734
3;0.3529411852359772;21.33773422241211;0.0;2.733516216278076
4;0.7058823704719543;7.88991117477417;0.0;2.772214651107788
5;0.5882353186607361;13.95341968536377;0.0;2.8160040378570557
6;0.47058823704719543;12.307037353515625;0.0;2.9723947048187256
7;0.6470588445663452;7.0366082191467285;0.0;3.2104063034057617
8;0.529411792755127;8.854513168334961;0.0;3.2034823894500732
9;0.47058823704719543;11.600631713867188;0.0;3.3925650119781494
