epoch;accuracy;loss;val_accuracy;val_loss
0;0.17045454680919647;4.597320556640625;0.6086956262588501;2.9080493450164795
1;0.25;3.8123292922973633;0.08695652335882187;2.9443960189819336
2;0.27272728085517883;3.452091932296753;0.043478261679410934;2.9309844970703125
3;0.40909090638160706;3.0514519214630127;0.21739129722118378;2.902480125427246
4;0.4204545319080353;2.788965940475464;0.3913043439388275;2.870526075363159
5;0.5113636255264282;2.7678349018096924;0.43478259444236755;2.837993621826172
6;0.5340909361839294;2.570173740386963;0.43478259444236755;2.8094022274017334
7;0.4886363744735718;2.695474624633789;0.47826087474823;2.7835745811462402
8;0.6363636255264282;2.371102809906006;0.5652173757553101;2.7556025981903076
9;0.625;2.382187843322754;0.52173912525177;2.7261786460876465
10;0.6818181872367859;2.1710360050201416;0.3478260934352875;2.701917886734009
11;0.6818181872367859;2.0806005001068115;0.08695652335882187;2.701159715652466
12;0.7159090638160706;2.1253678798675537;0.0;2.6998660564422607
13;0.6818181872367859;2.1262757778167725;0.0;2.7189767360687256
14;0.7045454382896423;2.133821725845337;0.0;2.7305779457092285
