epoch;accuracy;loss;val_accuracy;val_loss
0;0.11764705926179886;5.569629192352295;0.0;1.420967936515808
1;0.4117647111415863;22.33868408203125;0.800000011920929;1.1027108430862427
2;0.3529411852359772;31.568754196166992;0.4000000059604645;1.2310594320297241
3;0.4117647111415863;23.156518936157227;0.6000000238418579;1.2093043327331543
4;0.3529411852359772;30.46700096130371;0.20000000298023224;1.670181155204773
5;0.4117647111415863;21.25327491760254;0.0;2.4494662284851074
6;0.5882353186607361;25.017257690429688;0.0;3.816685676574707
7;0.3529411852359772;27.025047302246094;0.0;5.918710708618164
8;0.5882353186607361;18.601049423217773;0.0;8.527863502502441
9;0.7647058963775635;10.680391311645508;0.0;9.853584289550781
