epoch;accuracy;loss;val_accuracy;val_loss
0;0.22727273404598236;5.671142578125;0.0;3.3996810913085938
1;0.35227271914482117;4.524819374084473;0.0;3.1135590076446533
2;0.4431818127632141;3.4710910320281982;0.0;2.5218844413757324
3;0.625;2.1148364543914795;0.3478260934352875;1.7957408428192139
4;0.625;2.4610986709594727;0.8260869383811951;0.9706259369850159
5;0.7045454382896423;1.6005477905273438;0.9130434989929199;0.4219386577606201
6;0.6931818127632141;1.4350061416625977;1.0;0.20346370339393616
7;0.7613636255264282;0.9704630970954895;1.0;0.14904546737670898
8;0.8295454382896423;0.9118706583976746;1.0;0.13731881976127625
9;0.8636363744735718;0.8590546250343323;1.0;0.1348877251148224
10;0.8068181872367859;0.6910839080810547;1.0;0.1343129277229309
11;0.8295454382896423;0.685661792755127;1.0;0.13415247201919556
12;0.875;0.5344871878623962;1.0;0.13409100472927094
13;0.8863636255264282;0.4550755023956299;1.0;0.13405631482601166
14;0.8409090638160706;0.46652474999427795;1.0;0.1340295970439911
