epoch;accuracy;loss;val_accuracy;val_loss

0;0.11764705926179886;16.335556030273438;0.0;1.8773363828659058

1;0.11764705926179886;12.892132759094238;0.0;1.8301724195480347

2;0.3529411852359772;19.416810989379883;0.0;1.8242301940917969

3;0.47058823704719543;35.81589126586914;0.0;1.7806788682937622

4;0.1764705926179886;34.81399917602539;0.0;1.7629777193069458

5;0.1764705926179886;34.671485900878906;0.0;1.9090521335601807

6;0.3529411852359772;23.72589874267578;0.0;2.1880578994750977

7;0.4117647111415863;24.47901725769043;0.0;2.591979742050171

8;0.529411792755127;31.03083610534668;0.0;3.038017988204956

9;0.5882353186607361;24.71255111694336;0.0;3.4872817993164062

