epoch;accuracy;loss;val_accuracy;val_loss
0;0.25;23.80035972595215;0.0;7.643037796020508
1;0.28409090638160706;37.771820068359375;0.0;10.73682689666748
2;0.4204545319080353;18.968015670776367;0.0;11.53090763092041
3;0.5340909361839294;11.812779426574707;0.0;10.078575134277344
4;0.6022727489471436;7.1198248863220215;0.260869562625885;6.036767482757568
5;0.6022727489471436;8.050084114074707;0.260869562625885;4.783261299133301
6;0.5568181872367859;8.92703914642334;0.3478260934352875;4.260805606842041
7;0.6704545617103577;7.890997409820557;0.3478260934352875;4.0548529624938965
8;0.6704545617103577;7.856333255767822;0.52173912525177;3.3743975162506104
9;0.7613636255264282;5.395554065704346;0.6086956262588501;2.4416990280151367
10;0.7045454382896423;5.749113082885742;0.8260869383811951;1.0434517860412598
11;0.7386363744735718;3.7768714427948;0.95652174949646;0.3269120454788208
12;0.7159090638160706;6.1260552406311035;1.0;0.13790549337863922
13;0.7840909361839294;4.064095973968506;1.0;0.1371988207101822
14;0.7954545617103577;2.53140926361084;1.0;0.13728013634681702
