epoch;accuracy;loss;val_accuracy;val_loss
0;0.16304348409175873;23.796890258789062;0.0;6.46925163269043
1;0.31521740555763245;30.3317813873291;0.0;6.4654059410095215
2;0.3586956560611725;24.814695358276367;0.0;5.352776050567627
3;0.28260868787765503;25.077524185180664;0.0;3.8106703758239746
4;0.27173912525177;20.21185874938965;0.0;4.010661602020264
5;0.31521740555763245;9.15529727935791;0.0;4.2271728515625
6;0.3478260934352875;4.729759216308594;0.043478261679410934;4.510483741760254
7;0.27173912525177;3.860518455505371;0.1304347813129425;4.4905171394348145
8;0.260869562625885;2.451387643814087;0.17391304671764374;4.72321891784668
9;0.31521740555763245;1.7979021072387695;0.17391304671764374;5.134912490844727
