epoch;accuracy;loss;val_accuracy;val_loss
0;0.1818181872367859;43.196807861328125;0.0;6.001637935638428
1;0.3636363744735718;28.343717575073242;0.0;4.03006649017334
2;0.21590909361839294;19.37581443786621;0.0;4.156406402587891
3;0.3863636255264282;8.88377857208252;0.043478261679410934;4.294495105743408
4;0.39772728085517883;8.8024320602417;0.260869562625885;3.8926148414611816
5;0.4204545319080353;6.940404891967773;0.08695652335882187;4.5854034423828125
6;0.5;5.982124328613281;0.08695652335882187;6.9243574142456055
7;0.4886363744735718;5.27982234954834;0.0;10.91938591003418
8;0.46590909361839294;5.412055492401123;0.0;14.348054885864258
9;0.4318181872367859;3.7352817058563232;0.0;16.558996200561523
