epoch;accuracy;loss;val_accuracy;val_loss
0;0.27272728085517883;188.1661834716797;0.0;571.7266235351562
1;0.39772728085517883;225.1020965576172;0.0;1561.5430908203125
2;0.2954545319080353;178.8686981201172;0.0;2743.327392578125
3;0.40909090638160706;112.45123291015625;0.0;2703.941162109375
4;0.39772728085517883;58.753787994384766;0.0;2532.97509765625
5;0.46590909361839294;51.4510498046875;0.0;2027.6832275390625
6;0.4318181872367859;32.99507522583008;0.0;1615.2860107421875
7;0.47727271914482117;29.158811569213867;0.0;1412.5435791015625
8;0.4431818127632141;25.417112350463867;0.0;1292.324951171875
9;0.4545454680919647;22.32853889465332;0.0;1193.5675048828125
10;0.4431818127632141;14.92944049835205;0.0;1067.8460693359375
11;0.5113636255264282;11.047619819641113;0.0;865.2952270507812
12;0.5340909361839294;16.17150115966797;0.0;743.5032958984375
13;0.4886363744735718;18.28724479675293;0.0;639.3101806640625
14;0.5;7.049609661102295;0.0;546.9775390625
