epoch;accuracy;loss;val_accuracy;val_loss

0;0.20454545319080353;3.46037220954895;0.0;2.5117931365966797

1;0.39772728085517883;2.4309678077697754;0.0;2.508707046508789

2;0.4318181872367859;2.076612710952759;0.0;2.486997365951538

3;0.5568181872367859;1.9212837219238281;0.0;2.450331687927246

4;0.7159090638160706;1.582445502281189;0.0;2.409275531768799

5;0.7272727489471436;1.5749868154525757;0.0;2.3722195625305176

6;0.7386363744735718;1.537638783454895;0.0;2.3299312591552734

7;0.7840909361839294;1.434761643409729;0.0;2.293334484100342

8;0.7954545617103577;1.4193133115768433;0.0;2.2770464420318604

9;0.8636363744735718;1.2445639371871948;0.0;2.265310525894165

10;0.875;1.278835415840149;0.0;2.2371253967285156

11;0.9318181872367859;1.2121553421020508;0.0;2.202946662902832

12;0.875;1.1882693767547607;0.0;2.189540147781372

13;0.8977272510528564;1.1309385299682617;0.0;2.173067569732666

14;0.9318181872367859;1.149251103401184;0.0;2.142505168914795

15;0.9090909361839294;1.120165467262268;0.0;2.1134462356567383

16;0.9659090638160706;1.1316031217575073;0.0;2.1015400886535645

17;0.9204545617103577;1.159985065460205;0.0;2.09033203125

18;0.8977272510528564;1.1141477823257446;0.0;2.031967878341675

19;0.9659090638160706;1.0759600400924683;0.17391304671764374;1.9668760299682617

20;0.9431818127632141;1.0492191314697266;0.6086956262588501;1.9190154075622559

21;0.9318181872367859;1.0527706146240234;0.8260869383811951;1.8917896747589111

22;0.9545454382896423;1.0192025899887085;0.3913043439388275;1.8997080326080322

23;0.9545454382896423;1.0332903861999512;0.17391304671764374;1.9213027954101562

24;0.9545454382896423;1.0181421041488647;0.17391304671764374;1.91798734664917

25;0.9204545617103577;1.0279847383499146;0.3478260934352875;1.900193452835083

26;0.9772727489471436;1.0140446424484253;0.30434781312942505;1.8998342752456665

27;0.9318181872367859;1.0401393175125122;0.695652186870575;1.8593262434005737

28;0.9772727489471436;0.9911583065986633;0.95652174949646;1.8258388042449951

29;0.9659090638160706;1.0172141790390015;0.95652174949646;1.7944703102111816

30;0.9318181872367859;1.0601959228515625;0.8260869383811951;1.8023250102996826

31;0.9659090638160706;1.0074982643127441;0.9130434989929199;1.7842161655426025

32;0.9772727489471436;0.9999889731407166;0.95652174949646;1.7614083290100098

33;0.9772727489471436;0.9834737777709961;0.95652174949646;1.741715431213379

34;0.9659090638160706;0.9983413219451904;0.95652174949646;1.7183973789215088

35;0.9772727489471436;0.9449934363365173;1.0;1.6909382343292236

36;0.9431818127632141;1.0173298120498657;1.0;1.6780860424041748

37;0.9886363744735718;0.9544041752815247;0.9130434989929199;1.682485580444336

38;0.9318181872367859;1.0067726373672485;0.9130434989929199;1.6913866996765137

39;0.9772727489471436;0.968775749206543;0.9130434989929199;1.684530258178711

40;0.9545454382896423;0.9949143528938293;1.0;1.67984139919281

41;0.9772727489471436;0.9368856549263;1.0;1.6657581329345703

42;0.9772727489471436;0.9645075798034668;1.0;1.6517643928527832

43;0.9772727489471436;0.9739236831665039;1.0;1.6392791271209717

44;0.9659090638160706;0.9587793350219727;1.0;1.626425862312317

45;0.9886363744735718;0.9178857803344727;1.0;1.625866174697876

46;0.9545454382896423;0.976824939250946;1.0;1.6162362098693848

47;0.9772727489471436;0.95173579454422;1.0;1.6259889602661133

48;0.9772727489471436;0.9831718802452087;1.0;1.6274659633636475

49;0.9545454382896423;0.9730046391487122;1.0;1.6208198070526123

