epoch;accuracy;loss;val_accuracy;val_loss
0;0.17391304671764374;55.23749923706055;0.0;7.7418951988220215
1;0.27173912525177;42.32575988769531;0.0;4.090699195861816
2;0.30434781312942505;22.92070198059082;0.0;6.312874794006348
3;0.3913043439388275;12.692192077636719;0.0;9.801651000976562
4;0.43478259444236755;9.230972290039062;0.0;9.540587425231934
5;0.47826087474823;6.547613620758057;0.0;11.210793495178223
6;0.5;5.7093939781188965;0.0;13.954195976257324
7;0.41304346919059753;5.28002405166626;0.0;17.302156448364258
8;0.46739131212234497;3.3281898498535156;0.0;20.638961791992188
9;0.44565218687057495;3.7664005756378174;0.0;22.660625457763672
