epoch;accuracy;loss;val_accuracy;val_loss
0;0.1818181872367859;3.202489137649536;0.0;1.9091836214065552
1;0.3068181872367859;2.34953236579895;0.0;1.85829758644104
2;0.3068181872367859;2.1553399562835693;0.0;1.7844358682632446
3;0.40909090638160706;1.9060341119766235;0.21739129722118378;1.7182536125183105
4;0.39772728085517883;1.502546787261963;0.3913043439388275;1.6451594829559326
5;0.5113636255264282;1.4450244903564453;0.8695651888847351;1.5625971555709839
6;0.5795454382896423;1.3837515115737915;0.95652174949646;1.4757466316223145
7;0.5909090638160706;1.261677861213684;1.0;1.388143539428711
8;0.7045454382896423;0.9513930678367615;1.0;1.3041133880615234
9;0.6363636255264282;1.1144968271255493;1.0;1.2228316068649292
10;0.7272727489471436;0.8970558047294617;1.0;1.156570553779602
11;0.7272727489471436;0.7868654727935791;1.0;1.0942089557647705
12;0.6818181872367859;0.9555172920227051;1.0;1.0399575233459473
13;0.8522727489471436;0.6048017740249634;1.0;0.9978280067443848
14;0.75;0.7583063244819641;1.0;0.9566935300827026
