epoch;accuracy;loss;val_accuracy;val_loss
0;0.23529411852359772;3.5871944427490234;0.0;2.4741246700286865
1;0.6470588445663452;12.425215721130371;0.0;2.4272658824920654
2;0.6470588445663452;9.885673522949219;0.0;3.4790854454040527
3;0.8235294222831726;5.211115837097168;0.0;4.816207408905029
4;0.8235294222831726;12.081461906433105;0.0;4.883944988250732
5;0.8235294222831726;9.820128440856934;0.0;3.9057161808013916
6;0.8823529481887817;3.362316846847534;0.0;3.3990447521209717
7;0.8235294222831726;4.708621025085449;0.0;4.971602439880371
8;0.7647058963775635;4.912508487701416;0.20000000298023224;6.226110458374023
9;0.8235294222831726;4.584728717803955;0.0;7.597756862640381
