epoch;accuracy;loss;val_accuracy;val_loss
0;0.3529411852359772;4.702419281005859;0.0;2.460142135620117
1;0.23529411852359772;18.621007919311523;0.0;2.9499974250793457
2;0.4117647111415863;34.095245361328125;0.0;2.722630739212036
3;0.29411765933036804;55.79096603393555;0.0;2.355496406555176
4;0.529411792755127;14.833538055419922;0.0;2.0144777297973633
5;0.47058823704719543;15.0669584274292;0.20000000298023224;1.5874232053756714
6;0.47058823704719543;21.299724578857422;0.0;1.7314027547836304
7;0.4117647111415863;23.483448028564453;0.0;2.074068784713745
8;0.529411792755127;15.613785743713379;0.0;2.91260027885437
9;0.529411792755127;14.499258041381836;0.0;4.0743632316589355
